Id.x,SpCode,DBH,StreetName,StreetNumber,City,Botanic Name,Common Name,Tree Type
9864,PICH,3,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9865,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9866,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9867,QUAG,2,NORTHGATE RD,300,Walnut Creek,Quercus agrifolia,"oak, coast live",BEL
9868,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9869,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9870,PICH,3,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9871,QUAG,1,NORTHGATE RD,300,Walnut Creek,Quercus agrifolia,"oak, coast live",BEL
9872,PICH,3,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9873,PICH,2,NORTHGATE RD,350,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9874,PICH,2,NORTHGATE RD,350,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9875,QULO,4,NORTHGATE RD,350,Walnut Creek,Quercus lobata,"oak, valley",BDL
9876,PICH,2,NORTHGATE RD,350,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9877,PICH,2,NORTHGATE RD,350,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9878,CUMA,2,NORTHGATE RD,350,Walnut Creek,Cupressus species,"cypress, spp.",CEL
9879,PICH,2,NORTHGATE RD,350,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9880,PICH,2,NORTHGATE RD,350,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9881,LIST,4,CONEJO WY,1310,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9882,LIST,4,CONEJO WY,1320,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9883,LIST,3,NOVATO CT,1402,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9884,LIST,3,NOVATO CT,1402,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9885,LIST,3,NOVATO CT,1402,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9886,LIST,4,NOVATO CT,1421,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9887,LIST,4,CONEJO WY,1341,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9888,LIST,4,CONEJO WY,1412,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9889,LIST,3,CAMINO VERDE,1320,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9890,LIST,1,CAMINO VERDE,1320,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9891,LIST,3,CAMINO VERDE,1320,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9892,LIST,3,CONEJO WY,1421,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9893,LIST,3,CONEJO WY,1413,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9894,ZESE,4,BODEGA PL,1314,Walnut Creek,Zelkova serrata,"zelkova, saw-leaf",BDL
9895,ZESE,3,BODEGA PL,1324,Walnut Creek,Zelkova serrata,"zelkova, saw-leaf",BDL
9896,ZESE,4,BODEGA PL,1334,Walnut Creek,Zelkova serrata,"zelkova, saw-leaf",BDL
9897,ZESE,3,BODEGA PL,1369,Walnut Creek,Zelkova serrata,"zelkova, saw-leaf",BDL
9898,ZESE,3,BODEGA CT,1610,Walnut Creek,Zelkova serrata,"zelkova, saw-leaf",BDL
9899,GLTR,3,RAMSAY CR,1360,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9900,GLTR,2,RAMSAY CR,1348,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9901,GLTR,3,RAMSAY CR,1348,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9902,GLTR,3,RAMSAY CR,1342,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9903,GLTR,3,RAMSAY CR,1354,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9904,GLTR,2,RAMSAY CR,1354,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
